WE Potential	WE Current	Index
0.6840259999999999	4.948473333333332	0
0.681994	4.896816666666668	1
0.680041	4.83475	2
0.6780880000000001	4.78786	3
0.676057	4.740493333333332	4
0.6741040000000001	4.695833333333335	5
0.672151	4.652283333333332	6
0.67012	4.614133333333332	7
0.6681659999999999	4.57312	8
0.666136	4.536726666666666	9
0.664183	4.495716666666666	10
0.66223	4.459793333333333	11
0.660198	4.423076666666666	12
0.658245	4.388906666666665	13
0.656214	4.354893333333335	14
0.654261	4.320876666666666	15
0.652308	4.287496666666666	16
0.650276	4.255706666666666	17
0.648323	4.221376666666665	18
0.646292	4.191016666666665	19
0.644339	4.1616133333333325	20
0.642385	4.129983333333333	21
0.640354	4.10185	22
0.638401	4.070056666666666	23
0.636448	4.04145	24
0.634417	4.011883333333333	25
0.632463	3.9828	26
0.630432	3.9575233333333326	27
0.628479	3.9289133333333326	28
0.626526	3.9018933333333345	29
0.624495	3.875193333333333	30
0.622541	3.84658	31
0.62051	3.82099	32
0.618557	3.794606666666666	33
0.616604	3.7731466666666655	34
0.614573	3.74422	35
0.612619	3.7187866666666656	36
0.610588	3.696060000000001	37
0.608635	3.6738066666666658	38
0.606682	3.6472633333333344	39
0.60465	3.619446666666666	40
0.602697	3.6058666666666657	41
0.600666	3.57611	42
0.598713	3.545766666666667	43
0.59676	3.5262033333333327	44
0.594728	3.5021033333333325	45
0.592775	3.4811566666666676	46
0.590822	3.4573	47
0.588791	3.4358266666666655	48
0.586838	3.416526666666666	49
0.584807	3.39135	50
0.582854	3.368686666666666	51
0.580901	3.349086666666666	52
0.57887	3.3265033333333327	53
0.576917	3.3106066666666676	54
0.574885	3.2839833333333326	55
0.572932	3.2634000000000003	56
0.570979	3.2437366666666674	57
0.568948	3.2223400000000004	58
0.566995	3.204113333333333	59
0.564963	3.181508333333333	60
0.56301	3.162341666666666	61
0.561057	3.1400746666666675	62
0.559026	3.121571	63
0.557073	3.103117666666666	64
0.555041	3.081865	65
0.553088	3.0635726666666674	66
0.551135	3.044653666666666	67
0.549104	3.0223236666666673	68
0.547151	3.0057486666666673	69
0.545197	2.987147666666666	70
0.543166	2.9662966666666675	71
0.541213	2.9476346666666675	72
0.539182	2.930167333333333	73
0.537229	2.915988333333333	74
0.535275	2.895564	75
0.533244	2.8732003333333327	76
0.531291	2.856465	77
0.52926	2.837185	78
0.527307	2.820398666666666	79
0.525353	2.8004186666666673	80
0.523322	2.781297333333333	81
