WE Potential	WE Current	Index
0.6840259999999999	6.893357333333335	0
0.681994	6.802576599999999	1
0.680041	6.70078879	2
0.6780880000000001	6.618273133333332	3
0.676057	6.543262	4
0.6741040000000001	6.471256	5
0.672151	6.394974333333332	6
0.67012	6.3663948333333344	7
0.6681659999999999	6.267888666666666	8
0.666136	6.190923666666665	9
0.664183	6.1318090000000005	10
0.66223	6.071597666666665	11
0.660198	6.011978333333332	12
0.658245	5.947733333333332	13
0.656214	5.895488	14
0.654261	5.834468666666665	15
0.652308	5.780505666666666	16
0.650276	5.726607666666665	17
0.648323	5.667637333333334	18
0.646292	5.622654333333332	19
0.644339	5.569232333333332	20
0.642385	5.520101	21
0.640354	5.470127333333332	22
0.638401	5.416912666666668	23
0.636448	5.369119	24
0.634417	5.317970333333332	25
0.632463	5.272719333333335	26
0.630432	5.231012666666666	27
0.628479	5.186571333333332	28
0.626526	5.137627666666666	29
0.624495	5.093540333333332	30
0.622541	5.047301	31
0.62051	5.007153333333334	32
0.618557	4.965302	33
0.616604	4.932555666666666	34
0.614573	4.877499	35
0.612619	4.842388000000001	36
0.610588	4.797771666666666	37
0.608635	4.765931666666666	38
0.606682	4.7212706666666655	39
0.60465	4.677130000000001	40
0.602697	4.636167	41
0.600666	4.600598333333333	42
0.598713	4.562830666666666	43
0.59676	4.523126333333335	44
0.594728	4.482768333333333	45
0.592775	4.452477	46
0.590822	4.406463333333335	47
0.588791	4.371364666666666	48
0.586838	4.339765666666668	49
0.584807	4.301426666666665	50
0.582854	4.263775333333332	51
0.580901	4.230315999999999	52
0.57887	4.190629333333335	53
0.576917	4.168487333333334	54
0.574885	4.126062666666666	55
0.572932	4.089997333333335	56
0.570979	4.054522666666665	57
0.568948	4.024435	58
0.566995	3.9972386666666657	59
0.564963	3.952847	60
0.56301	3.918257000000001	61
0.561057	3.8912846666666656	62
0.559026	3.857475666666667	63
0.557073	3.8260826666666654	64
0.555041	3.7934833333333327	65
0.553088	3.7609946666666656	66
0.551135	3.7327473333333345	67
0.549104	3.695065	68
0.547151	3.668283	69
0.545197	3.63268	70
0.543166	3.5979966666666674	71
0.541213	3.5687333333333324	72
0.539182	3.540823333333333	73
