WE Potential	WE Current	Index
0.6840259999999999	1.8693663333333328	0
0.681994	1.8434586666666672	1
0.680041	1.805229333333333	2
0.6780880000000001	1.782504333333333	3
0.676057	1.7604116666666663	4
0.6741040000000001	1.7389523333333337	5
0.672151	1.718129666666667	6
0.67012	1.697238333333333	7
0.6681659999999999	1.676668666666667	8
0.666136	1.659328	9
0.664183	1.6404756666666662	10
0.66223	1.622725666666667	11
0.660198	1.606256333333333	12
0.658245	1.589886333333333	13
0.656214	1.573275666666667	14
0.654261	1.556445	15
0.652308	1.541313333333333	16
0.650276	1.5261819999999997	17
0.648323	1.510156	18
0.646292	1.4959176666666663	19
0.644339	1.481023333333333	20
0.642385	1.465969	21
0.640354	1.452858	22
0.638401	1.4375046666666664	23
0.636448	1.423851	24
0.634417	1.411307333333333	25
0.632463	1.398354	26
0.630432	1.385434333333333	27
0.628479	1.3722243333333335	28
0.626526	1.3600029999999999	29
0.624495	1.347030333333333	30
0.622541	1.333217666666667	31
0.62051	1.322284666666667	32
0.618557	1.3107396666666664	33
0.616604	1.3004753333333336	34
0.614573	1.286533	35
0.612619	1.275265	36
0.610588	1.2641073333333337	37
0.608635	1.2531569999999999	38
0.606682	1.2408869666666664	39
0.60465	1.2293624333333335	40
0.602697	1.2187776	41
0.600666	1.2088900333333337	42
0.598713	1.1970635	43
0.59676	1.1878941666666665	44
0.594728	1.176196	45
0.592775	1.1657190999999998	46
0.590822	1.155482766666667	47
0.588791	1.1458027	48
0.586838	1.1355506	49
0.584807	1.1263152666666667	50
0.582854	1.1150315666666664	51
0.580901	1.1055262	52
0.57887	1.0958302333333336	53
0.576917	1.0880411333333333	54
0.574885	1.077617533333333	55
0.572932	1.0672064666666667	56
0.570979	1.0586523	57
0.568948	1.0498643	58
0.566995	1.0414224333333333	59
0.564963	1.0305345666666668	60
0.56301	1.0226831	61
0.561057	1.01292462	62
0.559026	1.0048018866666664	63
0.557073	0.9954587766666666	64
0.555041	0.9863484743333332	65
0.553088	0.9778612233333333	66
0.551135	0.96886446	67
0.549104	0.9610933466666663	68
0.547151	0.9518412	69
0.545197	0.9433380666666664	70
0.543166	0.9358064333333336	71
0.541213	0.9263941333333332	72
0.539182	0.9186073	73
0.537229	0.9122312333333332	74
0.535275	0.9035565666666664	75
0.533244	0.8949524333333332	76
0.531291	0.8864527999999999	77
0.52926	0.8785373999999999	78
0.527307	0.8720015333333335	79
0.525353	0.8628468666666665	80
0.523322	0.8546762666666665	81
0.521369	0.8453221	82
0.519338	0.8390603999999999	83
0.517385	0.8300967666666665	84
0.515431	0.8229761666666668	85
0.5134	0.814870933333333	86
0.511447	0.8074951666666665	87
0.509494	0.7997054333333335	88
0.507463	0.7922198999999999	89
0.505509	0.7849377	90
0.503478	0.7778656	91
0.501525	0.7696973333333331	92
0.499572	0.7630054333333331	93
0.497541	0.7563323666666668	94
0.495588	0.747587533333333	95
0.493557	0.7417701333333335	96
0.491604	0.7337920666666665	97
0.489651	0.7271792	98
0.487619	0.7195008666666665	99
0.485666	0.7121744	100
0.483635	0.7057695	101
0.481682	0.6972565999999999	102
0.479729	0.6906312333333335	103
0.477697	0.6827616666666665	104
0.475744	0.6754646666666668	105
0.473713	0.6693136666666665	106
0.47176	0.6628949999999999	107
0.469807	0.6551543333333334	108
0.467775	0.6475543333333332	109
0.465822	0.641053	110
0.463869	0.6341723333333332	111
0.461838	0.6268456666666667	112
0.459885	0.6196590000000001	113
0.457853	0.6140819999999999	114
0.4559	0.606165	115
0.453947	0.5997593333333335	116
0.451916	0.5917323333333332	117
0.44996300000000006	0.5854553333333332	118
0.447931	0.577873	119
0.445978	0.5713416666666667	120
0.44402500000000006	0.563345	121
0.441994	0.5562253333333332	122
0.44004100000000007	0.548929	123
0.4380089999999999	0.5424283333333334	124
0.436056	0.5353713333333332	125
0.43410300000000007	0.5282023333333332	126
0.432072	0.5203983333333334	127
0.430119	0.514565	128
0.42808699999999994	0.5042336666666666	129
0.426134	0.497923	130
0.424181	0.4892130000000001	131
0.42215	0.483062	132
0.420197	0.4746536666666666	133
0.418243	0.4658163333333332	134
0.416212	0.4601256666666666	135
0.414259	0.4508273333333332	136
0.412229	0.4431343333333334	137
0.410275	0.43416966666666673	138
0.408322	0.4250463333333334	139
0.406291	0.41617733333333323	140
0.404338	0.40735533333333324	141
0.402307	0.3992333333333333	142
0.400353	0.3889973333333334	143
0.3984	0.3799213333333333	144
0.396369	0.369145	145
0.39441599999999993	0.3589566666666666	146
0.392385	0.349213	147
0.390431	0.3381503333333333	148
0.38847799999999993	0.3269763333333334	149
0.386447	0.314563	150
0.384494	0.3026256666666667	151
0.382541	0.290371	152
0.380509	0.2773376666666666	153
0.378556	0.2639543333333333	154
0.376525	0.25348	155
0.374572	0.2372666666666666	156
0.372619	0.2227713333333333	157
0.370587	0.20632033333333327	158
0.368634	0.18921766666666662	159
