WE Potential	WE Current	Index
0.6840259999999999	0.2086166666666667	0
0.681994	0.19814233333333328	1
0.680041	0.17666866666666664	2
0.6780880000000001	0.16872133333333336	3
0.676057	0.16133	4
0.6741040000000001	0.1541933333333333	5
0.672151	0.1474223333333333	6
0.67012	0.14031	7
0.6681659999999999	0.134365	8
0.666136	0.12937433333333334	9
0.664183	0.12404956666666665	10
0.66223	0.1190905333333333	11
0.660198	0.1146719333333333	12
0.658245	0.11041196666666664	13
0.656214	0.10675643333333332	14
0.654261	0.1026872	15
0.652308	0.09884083333333332	16
0.650276	0.0952806	17
0.648323	0.09146573333333335	18
0.646292	0.08866820000000002	19
0.644339	0.08542576666666665	20
0.642385	0.08242166666666667	21
0.640354	0.07981513333333333	22
0.638401	0.07655636666666665	23
0.636448	0.07396570000000001	24
0.634417	0.0716769	25
0.632463	0.06892696666666664	26
0.630432	0.06659043333333334	27
0.628479	0.06436523333333335	28
0.626526	0.06193333333333335	29
0.624495	0.059898833333333325	30
0.622541	0.05754646666666668	31
0.62051	0.05579806666666666	32
0.618557	0.05382713333333332	33
0.616604	0.05241253333333334	34
0.614573	0.050250866666666665	35
0.612619	0.04826403333333332	36
0.610588	0.04651563333333332	37
0.608635	0.04505316666666667	38
0.606682	0.04325709999999999	39
0.60465	0.0414769	40
0.602697	0.039760233333333325	41
0.600666	0.0385523	42
0.598713	0.036772066666666665	43
0.59676	0.035484633333333335	44
0.594728	0.033863366666666665	45
0.592775	0.03270306666666667	46
0.590822	0.031224866666666663	47
0.588791	0.029937433333333326	48
0.586838	0.02864996666666667	49
0.584807	0.0271718	50
0.582854	0.026106833333333333	51
0.580901	0.02459683333333333	52
0.57887	0.023690866666666668	53
0.576917	0.02316633333333333	54
0.574885	0.021322566666666667	55
0.572932	0.020209933333333336	56
0.570979	0.0194152	57
0.568948	0.01806417333333333	58
0.566995	0.017237676666666663	59
0.564963	0.015648196666666662	60
0.56301	0.01491706	61
0.561057	0.01397927333333333	62
0.559026	0.01310508333333333	63
0.557073	0.012040129999999996	64
0.555041	0.01089572	65
0.553088	0.010100993333333332	66
0.551135	0.009306283333333333	67
0.549104	0.008161858000000001	68
0.547151	0.007621439666666665	69
0.545197	0.006461143333333333	70
0.543166	0.005539273333333332	71
0.541213	0.004935276666666666	72
0.539182	0.00396569	73
0.537229	0.0035365473333333337	74
0.535275	0.0028848783333333336	75
0.533244	0.001708665	76
0.531291	0.0010093	77
0.52926	0.00013510999999999992	78
0.527307	-0.0005324666666666669	79
0.525353	-0.0015020399999999996	80
0.523322	-0.002010663333333334	81
0.521369	-0.0031868666666666663	82
0.519338	-0.00340937	83
0.517385	-0.00456968	84
0.515431	-0.005396193333333334	85
0.5134	-0.005857156666666665	86
0.511447	-0.006540603333333335	87
0.509494	-0.00717641	88
0.507463	-0.008082376666666665	89
0.505509	-0.008654586666666665	90
0.503478	-0.009338050333333334	91
0.501525	-0.010164563666666666	92
0.499572	-0.010514264333333332	93
0.497541	-0.011086482000000002	94
0.495588	-0.01215140333333333	95
0.493557	-0.012453413333333335	96
0.491604	-0.013550149999999997	97
0.489651	-0.013995146666666666	98
0.487619	-0.014726313333333331	99
0.485666	-0.015473366666666669	100
0.483635	-0.015966110000000002	101
0.481682	-0.01674491333333333	102
0.479729	-0.0174125	103
0.477697	-0.01796881	104
0.475744	-0.01882713	105
0.473713	-0.019447	106
0.47176	-0.0200987	107
0.469807	-0.0206868	108
0.467775	-0.021672266666666662	109
0.465822	-0.02219676666666667	110
0.463869	-0.0229756	111
0.461838	-0.0238657	112
0.459885	-0.02456506666666666	113
0.457853	-0.02481936666666666	114
0.4559	-0.0258843	115
0.453947	-0.026377066666666667	116
0.451916	-0.02747376666666666	117
0.44996300000000006	-0.028252633333333332	118
0.447931	-0.029333433333333332	119
0.445978	-0.03000103333333333	120
0.44402500000000006	-0.0311613	121
0.441994	-0.03189246666666667	122
0.44004100000000007	-0.032544133333333336	123
0.4380089999999999	-0.033720333333333324	124
0.436056	-0.03481703333333334	125
0.43410300000000007	-0.03602506666666667	126
0.432072	-0.03678796666666666	127
0.430119	-0.03740786666666668	128
0.42808699999999994	-0.03917216666666666	129
0.426134	-0.0405232	130
0.424181	-0.04161996666666666	131
0.42215	-0.0426531	132
0.420197	-0.04386109999999999	133
0.418243	-0.0458479	134
0.416212	-0.0469605	135
0.414259	-0.04827976666666666	136
0.412229	-0.05002816666666668	137
0.410275	-0.05184013333333334	138
0.408322	-0.05392230000000001	139
0.406291	-0.05565499999999999	140
0.404338	-0.05784843333333334	141
0.402307	-0.0599785	142
0.400353	-0.06215603333333334	143
0.3984	-0.06447663333333332	144
0.396369	-0.06724233333333332	145
0.39441599999999993	-0.06996026666666665	146
0.392385	-0.07277363333333332	147
0.390431	-0.0756507	148
0.38847799999999993	-0.07911569999999998	149
0.386447	-0.0829463	150
0.384494	-0.08657023333333334	151
0.382541	-0.09041676666666665	152
0.380509	-0.09486729999999997	153
0.378556	-0.0992861	154
0.376525	-0.1030051	155
0.374572	-0.10863193333333332	156
0.372619	-0.1136066666666667	157
0.370587	-0.12031433333333336	158
0.368634	-0.1266243333333333	159
0.366603	-0.13339566666666666	160
0.36465	-0.1405483333333333	161
0.362697	-0.1484003333333333	162
0.360665	-0.15666533333333338	163
0.358712	-0.16612266666666664	164
0.356681	-0.174451	165
0.354728	-0.185864	166
0.352775	-0.1961953333333334	167
0.350743	-0.2081006666666667	168
0.34879	-0.2206576666666666	169
0.346759	-0.233929	170
0.344806	-0.248886	171
0.342853	-0.2646216666666667	172
0.340821	-0.2804686666666666	173
0.338868	-0.299701	174
0.336915	-0.315834	175
0.334884	-0.337308	176
0.332931	-0.3587976666666666	177
0.3309	-0.38233733333333325	178
0.328947	-0.40888166666666653	179
0.326994	-0.4348693333333333	180
0.324963	-0.4631936666666666	181
0.323009	-0.494315	182
0.320978	-0.5286476666666668	183
0.319025	-0.5638703333333334	184
0.317072	-0.6004596666666668	185
0.315041	-0.6404823333333332	186
0.313087	-0.6835086666666665	187
0.311056	-0.7323689999999999	188
0.309103	-0.7812133333333331	189
0.30715	-0.8342216666666668	190
0.305119	-0.8911406666666668	191
0.303165	-0.9489336666666665	192
0.301134	-1.0168033333333335	193
0.299181	-1.0837666666666663	194
0.297228	-1.148553333333333	195
0.295197	-1.225136666666667	196
0.293243	-1.3060566666666664	197
0.29129	-1.395856666666667	198
0.289259	-1.49242	199
0.287306	-1.588963333333333	200
0.285275	-1.6941533333333336	201
0.283321	-1.792146666666667	202
0.281368	-1.92356	203
0.279337	-2.042846666666667	204
0.277384	-2.1725466666666673	205
0.275352	-2.30317	206
0.273399	-2.443616666666667	207
0.271446	-2.6038033333333326	208
0.269415	-2.7667733333333326	209
0.267462	-2.92567	210
0.26543	-3.11038	211
0.263477	-3.28384	212
0.261524	-3.482923333333333	213
0.259493	-3.67831	214
0.25754	-3.874373333333333	215
0.255587	-4.095246666666667	216
0.253555	-4.313573333333332	217
0.251602	-4.549416666666666	218
0.249571	-4.794733333333332	219
0.247618	-5.046679999999999	220
0.245665	-5.300116666666666	221
0.243634	-5.55671	222
0.241681	-5.827470000000001	223
0.23965	-6.109333333333332	224
0.237697	-6.401483333333335	225
0.23574400000000004	-6.6763	226
0.233712	-6.971466666666668	227
0.231759	-7.277756666666669	228
0.229728	-7.576573333333331	229
0.227775	-7.88954	230
0.225821	-8.186289999999998	231
0.22379	-8.501643333333334	232
0.221837	-8.813653333333331	233
0.219806	-9.104046666666669	234
0.217853	-9.376963333333336	235
0.215899	-9.688336666666665	236
0.21386800000000003	-9.9878	237
0.211915	-10.295533333333331	238
0.209962	-10.554900000000002	239
0.207931	-10.87583333333333	240
0.205977	-11.135866666666665	241
0.203946	-11.406566666666665	242
0.201993	-11.660233333333329	243
0.20004	-11.903133333333335	244
0.198009	-12.143733333333335	245
0.196055	-12.367533333333334	246
0.194024	-12.564800000000004	247
0.192071	-12.793366666666666	248
0.190118	-12.9623	249
0.188087	-13.1465	250
0.186133	-13.2931	251
0.184102	-13.452833333333329	252
0.182149	-13.58203333333333	253
0.180196	-13.694899999999997	254
0.17816399999999996	-13.768666666666666	255
0.176211	-13.86226666666667	256
0.17418	-13.947466666666665	257
0.172227	-14.014033333333334	258
0.170274	-14.0568	259
0.168242	-14.08953333333333	260
0.166289	-14.117399999999996	261
0.164336	-14.1382	262
0.162305	-14.134866666666671	263
0.160352	-14.1239	264
0.15832099999999996	-14.107066666666666	265
0.156368	-14.07163333333333	266
0.154415	-14.0484	267
0.152384	-14.00453333333333	268
0.150431	-13.958133333333329	269
0.148399	-13.9004	270
0.146446	-13.827933333333334	271
0.144493	-13.773266666666666	272
0.142462	-13.700299999999997	273
0.140509	-13.62193333333333	274
0.138477	-13.52483333333333	275
0.136524	-13.431833333333334	276
0.134571	-13.36716666666667	277
0.13254	-13.2794	278
0.130587	-13.1912	279
0.128633	-13.09706666666667	280
0.126602	-13.004733333333334	281
0.124649	-12.916066666666671	282
0.122618	-12.82513333333333	283
0.12066499999999998	-12.7269	284
0.118711	-12.63903333333333	285
0.11668	-12.54093333333333	286
0.11472699999999998	-12.454166666666666	287
0.112696	-12.361666666666666	288
0.110743	-12.2736	289
0.10878899999999998	-12.1825	290
0.106758	-12.094	291
0.104805	-12.00416666666667	292
0.102774	-11.922300000000003	293
0.100821	-11.8362	294
0.0988674	-11.7478	295
0.0968361	-11.6663	296
0.094883	-11.587066666666665	297
0.0928516	-11.50906666666667	298
0.0908985	-11.433233333333332	299
0.0889454	-11.355533333333332	300
0.0869141	-11.2808	301
0.0849609	-11.208999999999996	302
0.0830078	-11.1365	303
0.0809765	-11.0675	304
0.0790234	-10.99853333333333	305
0.076993	-10.933033333333334	306
